segment,total_duration,stops_airports,max_stops,max_stop_duration,carriers,segment_durations,segments_time,segments_airports,segments_rating,tags,partner_id,idx,currency,price,url,flights_baggage,flights_handbags,flight_additional_tariff_infos,viable_handbags,viable_baggage,has_handbags,has_baggage,flight_to,flight_back,tariff_to,tariff_back,rounded_price_5k,has_exchange,has_return,airlines_list_to,airlines_list_back,flight_to_time_raw,flight_back_time_raw,flight_to_time,flight_back_time,idx_new,idx_uniq,has_blacklisted_airlines,has_preferred_airlines
"[{'flight': [{'aircraft': 'Sukhoi Superjet 100', 'arrival': 'SVO', 'arrival_date': '2025-09-04', 'arrival_time': '11:55', 'arrival_timestamp': 1756976100, 'delay': 0, 'departure': 'SCW', 'departure_date': '2025-09-04', 'departure_time': '10:00', 'departure_timestamp': 1756969200, 'duration': 115, 'equipment': 'SU9', 'local_arrival_timestamp': 1756986900, 'local_departure_timestamp': 1756980000, 'marketing_carrier': 'SU', 'number': '6406', 'operating_carrier': 'FV', 'operated_by': 'FV', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A330', 'arrival': 'PKX', 'arrival_date': '2025-09-05', 'arrival_time': '07:25', 'arrival_timestamp': 1757028300, 'delay': 415, 'departure': 'SVO', 'departure_date': '2025-09-04', 'departure_time': '18:50', 'departure_timestamp': 1757001000, 'duration': 455, 'equipment': '330', 'local_arrival_timestamp': 1757057100, 'local_departure_timestamp': 1757011800, 'marketing_carrier': 'CZ', 'number': '342', 'operating_carrier': 'CZ', 'operated_by': 'CZ', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A350', 'arrival': 'SHA', 'arrival_date': '2025-09-05', 'arrival_time': '14:10', 'arrival_timestamp': 1757052600, 'delay': 275, 'departure': 'PKX', 'departure_date': '2025-09-05', 'departure_time': '12:00', 'departure_timestamp': 1757044800, 'duration': 130, 'equipment': '350', 'local_arrival_timestamp': 1757081400, 'local_departure_timestamp': 1757073600, 'marketing_carrier': 'CZ', 'number': '8879', 'operating_carrier': 'CZ', 'operated_by': 'CZ', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A320neo', 'arrival': 'HAK', 'arrival_date': '2025-09-05', 'arrival_time': '23:20', 'arrival_timestamp': 1757085600, 'delay': 365, 'departure': 'PVG', 'departure_date': '2025-09-05', 'departure_time': '20:15', 'departure_timestamp': 1757074500, 'duration': 185, 'equipment': '32N', 'local_arrival_timestamp': 1757114400, 'local_departure_timestamp': 1757103300, 'marketing_carrier': 'HU', 'number': '7220', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 787-9', 'arrival': 'SYD', 'arrival_date': '2025-09-06', 'arrival_time': '14:15', 'arrival_timestamp': 1757132100, 'delay': 215, 'departure': 'HAK', 'departure_date': '2025-09-06', 'departure_time': '02:55', 'departure_timestamp': 1757098500, 'duration': 560, 'equipment': '789', 'local_arrival_timestamp': 1757168100, 'local_departure_timestamp': 1757127300, 'marketing_carrier': 'HU', 'number': '775', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}], 'rating': {'total': 3.871}, 'transfers': [{'at': 'SVO', 'to': 'SVO', 'airports': ['SVO'], 'airlines': ['FV', 'CZ'], 'country_code': 'RU', 'city_code': 'MOW', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 24900, 'duration': {'seconds': 24900}}, {'at': 'PKX', 'to': 'PKX', 'airports': ['PKX'], 'airlines': ['CZ'], 'country_code': 'CN', 'city_code': 'BJS', 'visa_rules': {'required': True}, 'night_transfer': False, 'tags': ['visa_required'], 'duration_seconds': 16500, 'duration': {'seconds': 16500}}, {'at': 'SHA', 'to': 'PVG', 'airports': ['SHA', 'PVG'], 'airlines': ['CZ', 'HU'], 'country_code': 'CN', 'city_code': 'SHA', 'visa_rules': {'required': True}, 'night_transfer': False, 'tags': ['airport_change', 'visa_required'], 'duration_seconds': 21900, 'duration': {'seconds': 21900}}, {'at': 'HAK', 'to': 'HAK', 'airports': ['HAK'], 'airlines': ['HU'], 'country_code': 'CN', 'city_code': 'HAK', 'visa_rules': {'required': False}, 'night_transfer': True, 'tags': ['overnight_layover'], 'duration_seconds': 12900, 'duration': {'seconds': 12900}}]}]",2715,"['SVO', 'PKX', 'SHA', 'HAK', 'SYD']",4,415,"['FV', 'CZ', 'HU']","(2715,)","[[1756980000, 1757168100]]","[['SCW', 'SYD']]",3.871,"['need_visa', 'has_night_transfer', 'long_layover', 'night_transfer', 'airport_change', 'overnight_layover']",70,1,rub,64852,7000043,"[['1PC23', '1PC23', '1PC23', '2PC23', '2PC23']]","[['1PC10x40x25x55', '1PC8x40x20x55', '1PC8x40x20x55', '1PC7x40x20x55', '1PC10x40x20x55']]","[[{'return_before_flight': {'available': True}, 'return_after_flight': {'available': False}, 'change_before_flight': {'available': True}, 'change_after_flight': {'available': False}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}]]",1PC7x40x20x55,1PC23,True,True,"{'flight': [{'aircraft': 'Sukhoi Superjet 100', 'arrival': 'SVO', 'arrival_date': '2025-09-04', 'arrival_time': '11:55', 'arrival_timestamp': 1756976100, 'delay': 0, 'departure': 'SCW', 'departure_date': '2025-09-04', 'departure_time': '10:00', 'departure_timestamp': 1756969200, 'duration': 115, 'equipment': 'SU9', 'local_arrival_timestamp': 1756986900, 'local_departure_timestamp': 1756980000, 'marketing_carrier': 'SU', 'number': '6406', 'operating_carrier': 'FV', 'operated_by': 'FV', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A330', 'arrival': 'PKX', 'arrival_date': '2025-09-05', 'arrival_time': '07:25', 'arrival_timestamp': 1757028300, 'delay': 415, 'departure': 'SVO', 'departure_date': '2025-09-04', 'departure_time': '18:50', 'departure_timestamp': 1757001000, 'duration': 455, 'equipment': '330', 'local_arrival_timestamp': 1757057100, 'local_departure_timestamp': 1757011800, 'marketing_carrier': 'CZ', 'number': '342', 'operating_carrier': 'CZ', 'operated_by': 'CZ', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A350', 'arrival': 'SHA', 'arrival_date': '2025-09-05', 'arrival_time': '14:10', 'arrival_timestamp': 1757052600, 'delay': 275, 'departure': 'PKX', 'departure_date': '2025-09-05', 'departure_time': '12:00', 'departure_timestamp': 1757044800, 'duration': 130, 'equipment': '350', 'local_arrival_timestamp': 1757081400, 'local_departure_timestamp': 1757073600, 'marketing_carrier': 'CZ', 'number': '8879', 'operating_carrier': 'CZ', 'operated_by': 'CZ', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A320neo', 'arrival': 'HAK', 'arrival_date': '2025-09-05', 'arrival_time': '23:20', 'arrival_timestamp': 1757085600, 'delay': 365, 'departure': 'PVG', 'departure_date': '2025-09-05', 'departure_time': '20:15', 'departure_timestamp': 1757074500, 'duration': 185, 'equipment': '32N', 'local_arrival_timestamp': 1757114400, 'local_departure_timestamp': 1757103300, 'marketing_carrier': 'HU', 'number': '7220', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 787-9', 'arrival': 'SYD', 'arrival_date': '2025-09-06', 'arrival_time': '14:15', 'arrival_timestamp': 1757132100, 'delay': 215, 'departure': 'HAK', 'departure_date': '2025-09-06', 'departure_time': '02:55', 'departure_timestamp': 1757098500, 'duration': 560, 'equipment': '789', 'local_arrival_timestamp': 1757168100, 'local_departure_timestamp': 1757127300, 'marketing_carrier': 'HU', 'number': '775', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}], 'rating': {'total': 3.871}, 'transfers': [{'at': 'SVO', 'to': 'SVO', 'airports': ['SVO'], 'airlines': ['FV', 'CZ'], 'country_code': 'RU', 'city_code': 'MOW', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 24900, 'duration': {'seconds': 24900}}, {'at': 'PKX', 'to': 'PKX', 'airports': ['PKX'], 'airlines': ['CZ'], 'country_code': 'CN', 'city_code': 'BJS', 'visa_rules': {'required': True}, 'night_transfer': False, 'tags': ['visa_required'], 'duration_seconds': 16500, 'duration': {'seconds': 16500}}, {'at': 'SHA', 'to': 'PVG', 'airports': ['SHA', 'PVG'], 'airlines': ['CZ', 'HU'], 'country_code': 'CN', 'city_code': 'SHA', 'visa_rules': {'required': True}, 'night_transfer': False, 'tags': ['airport_change', 'visa_required'], 'duration_seconds': 21900, 'duration': {'seconds': 21900}}, {'at': 'HAK', 'to': 'HAK', 'airports': ['HAK'], 'airlines': ['HU'], 'country_code': 'CN', 'city_code': 'HAK', 'visa_rules': {'required': False}, 'night_transfer': True, 'tags': ['overnight_layover'], 'duration_seconds': 12900, 'duration': {'seconds': 12900}}]}",{},"[{'return_before_flight': {'available': True}, 'return_after_flight': {'available': False}, 'change_before_flight': {'available': True}, 'change_after_flight': {'available': False}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}]",,60000,True,True,"('FV', 'CZ', 'CZ', 'HU', 'HU')",(),10:00,0,10,0,39,3,False,True
"[{'flight': [{'aircraft': 'Sukhoi Superjet 100', 'arrival': 'SVO', 'arrival_date': '2025-09-04', 'arrival_time': '11:55', 'arrival_timestamp': 1756976100, 'delay': 0, 'departure': 'SCW', 'departure_date': '2025-09-04', 'departure_time': '10:00', 'departure_timestamp': 1756969200, 'duration': 115, 'equipment': 'SU9', 'local_arrival_timestamp': 1756986900, 'local_departure_timestamp': 1756980000, 'marketing_carrier': 'SU', 'number': '6406', 'operating_carrier': 'FV', 'operated_by': 'FV', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A330', 'arrival': 'PKX', 'arrival_date': '2025-09-05', 'arrival_time': '07:25', 'arrival_timestamp': 1757028300, 'delay': 415, 'departure': 'SVO', 'departure_date': '2025-09-04', 'departure_time': '18:50', 'departure_timestamp': 1757001000, 'duration': 455, 'equipment': '330', 'local_arrival_timestamp': 1757057100, 'local_departure_timestamp': 1757011800, 'marketing_carrier': 'CZ', 'number': '342', 'operating_carrier': 'CZ', 'operated_by': 'CZ', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A321-100/200', 'arrival': 'HKG', 'arrival_date': '2025-09-05', 'arrival_time': '12:20', 'arrival_timestamp': 1757046000, 'delay': 90, 'departure': 'PKX', 'departure_date': '2025-09-05', 'departure_time': '08:55', 'departure_timestamp': 1757033700, 'duration': 205, 'equipment': '321', 'local_arrival_timestamp': 1757074800, 'local_departure_timestamp': 1757062500, 'marketing_carrier': 'CZ', 'number': '355', 'operating_carrier': 'CZ', 'operated_by': 'CZ', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 737-800', 'arrival': 'HAK', 'arrival_date': '2025-09-05', 'arrival_time': '22:20', 'arrival_timestamp': 1757082000, 'delay': 510, 'departure': 'HKG', 'departure_date': '2025-09-05', 'departure_time': '20:50', 'departure_timestamp': 1757076600, 'duration': 90, 'equipment': '738', 'local_arrival_timestamp': 1757110800, 'local_departure_timestamp': 1757105400, 'marketing_carrier': 'HU', 'number': '780', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 787-9', 'arrival': 'SYD', 'arrival_date': '2025-09-06', 'arrival_time': '14:15', 'arrival_timestamp': 1757132100, 'delay': 275, 'departure': 'HAK', 'departure_date': '2025-09-06', 'departure_time': '02:55', 'departure_timestamp': 1757098500, 'duration': 560, 'equipment': '789', 'local_arrival_timestamp': 1757168100, 'local_departure_timestamp': 1757127300, 'marketing_carrier': 'HU', 'number': '775', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}], 'rating': {'total': 3.871}, 'transfers': [{'at': 'SVO', 'to': 'SVO', 'airports': ['SVO'], 'airlines': ['FV', 'CZ'], 'country_code': 'RU', 'city_code': 'MOW', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 24900, 'duration': {'seconds': 24900}}, {'at': 'PKX', 'to': 'PKX', 'airports': ['PKX'], 'airlines': ['CZ'], 'country_code': 'CN', 'city_code': 'BJS', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 5400, 'duration': {'seconds': 5400}}, {'at': 'HKG', 'to': 'HKG', 'airports': ['HKG'], 'airlines': ['CZ', 'HU'], 'country_code': 'HK', 'city_code': 'HKG', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 30600, 'duration': {'seconds': 30600}}, {'at': 'HAK', 'to': 'HAK', 'airports': ['HAK'], 'airlines': ['HU'], 'country_code': 'CN', 'city_code': 'HAK', 'visa_rules': {'required': False}, 'night_transfer': True, 'tags': ['overnight_layover'], 'duration_seconds': 16500, 'duration': {'seconds': 16500}}]}]",2715,"['SVO', 'PKX', 'HKG', 'HAK', 'SYD']",4,510,"['FV', 'CZ', 'HU']","(2715,)","[[1756980000, 1757168100]]","[['SCW', 'SYD']]",3.871,"['long_layover', 'has_night_transfer', 'overnight_layover', 'night_transfer']",70,2,rub,68152,7000039,"[['1PC23', '1PC23', '1PC23', '2PC23', '2PC23']]","[['1PC10x40x25x55', '1PC8x40x20x55', '1PC8x40x20x55', '1PC10x40x20x55', '1PC10x40x20x55']]","[[{'return_before_flight': {'available': True}, 'return_after_flight': {'available': False}, 'change_before_flight': {'available': True}, 'change_after_flight': {'available': False}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}]]",1PC8x40x20x55,1PC23,True,True,"{'flight': [{'aircraft': 'Sukhoi Superjet 100', 'arrival': 'SVO', 'arrival_date': '2025-09-04', 'arrival_time': '11:55', 'arrival_timestamp': 1756976100, 'delay': 0, 'departure': 'SCW', 'departure_date': '2025-09-04', 'departure_time': '10:00', 'departure_timestamp': 1756969200, 'duration': 115, 'equipment': 'SU9', 'local_arrival_timestamp': 1756986900, 'local_departure_timestamp': 1756980000, 'marketing_carrier': 'SU', 'number': '6406', 'operating_carrier': 'FV', 'operated_by': 'FV', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A330', 'arrival': 'PKX', 'arrival_date': '2025-09-05', 'arrival_time': '07:25', 'arrival_timestamp': 1757028300, 'delay': 415, 'departure': 'SVO', 'departure_date': '2025-09-04', 'departure_time': '18:50', 'departure_timestamp': 1757001000, 'duration': 455, 'equipment': '330', 'local_arrival_timestamp': 1757057100, 'local_departure_timestamp': 1757011800, 'marketing_carrier': 'CZ', 'number': '342', 'operating_carrier': 'CZ', 'operated_by': 'CZ', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A321-100/200', 'arrival': 'HKG', 'arrival_date': '2025-09-05', 'arrival_time': '12:20', 'arrival_timestamp': 1757046000, 'delay': 90, 'departure': 'PKX', 'departure_date': '2025-09-05', 'departure_time': '08:55', 'departure_timestamp': 1757033700, 'duration': 205, 'equipment': '321', 'local_arrival_timestamp': 1757074800, 'local_departure_timestamp': 1757062500, 'marketing_carrier': 'CZ', 'number': '355', 'operating_carrier': 'CZ', 'operated_by': 'CZ', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 737-800', 'arrival': 'HAK', 'arrival_date': '2025-09-05', 'arrival_time': '22:20', 'arrival_timestamp': 1757082000, 'delay': 510, 'departure': 'HKG', 'departure_date': '2025-09-05', 'departure_time': '20:50', 'departure_timestamp': 1757076600, 'duration': 90, 'equipment': '738', 'local_arrival_timestamp': 1757110800, 'local_departure_timestamp': 1757105400, 'marketing_carrier': 'HU', 'number': '780', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 787-9', 'arrival': 'SYD', 'arrival_date': '2025-09-06', 'arrival_time': '14:15', 'arrival_timestamp': 1757132100, 'delay': 275, 'departure': 'HAK', 'departure_date': '2025-09-06', 'departure_time': '02:55', 'departure_timestamp': 1757098500, 'duration': 560, 'equipment': '789', 'local_arrival_timestamp': 1757168100, 'local_departure_timestamp': 1757127300, 'marketing_carrier': 'HU', 'number': '775', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}], 'rating': {'total': 3.871}, 'transfers': [{'at': 'SVO', 'to': 'SVO', 'airports': ['SVO'], 'airlines': ['FV', 'CZ'], 'country_code': 'RU', 'city_code': 'MOW', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 24900, 'duration': {'seconds': 24900}}, {'at': 'PKX', 'to': 'PKX', 'airports': ['PKX'], 'airlines': ['CZ'], 'country_code': 'CN', 'city_code': 'BJS', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 5400, 'duration': {'seconds': 5400}}, {'at': 'HKG', 'to': 'HKG', 'airports': ['HKG'], 'airlines': ['CZ', 'HU'], 'country_code': 'HK', 'city_code': 'HKG', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 30600, 'duration': {'seconds': 30600}}, {'at': 'HAK', 'to': 'HAK', 'airports': ['HAK'], 'airlines': ['HU'], 'country_code': 'CN', 'city_code': 'HAK', 'visa_rules': {'required': False}, 'night_transfer': True, 'tags': ['overnight_layover'], 'duration_seconds': 16500, 'duration': {'seconds': 16500}}]}",{},"[{'return_before_flight': {'available': True}, 'return_after_flight': {'available': False}, 'change_before_flight': {'available': True}, 'change_after_flight': {'available': False}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}]",,70000,True,True,"('FV', 'CZ', 'CZ', 'HU', 'HU')",(),10:00,0,10,0,40,5,False,True
"[{'flight': [{'aircraft': 'Sukhoi Superjet 100', 'arrival': 'SVO', 'arrival_date': '2025-09-04', 'arrival_time': '11:55', 'arrival_timestamp': 1756976100, 'delay': 0, 'departure': 'SCW', 'departure_date': '2025-09-04', 'departure_time': '10:00', 'departure_timestamp': 1756969200, 'duration': 115, 'equipment': 'SU9', 'local_arrival_timestamp': 1756986900, 'local_departure_timestamp': 1756980000, 'marketing_carrier': 'SU', 'number': '6406', 'operating_carrier': 'FV', 'operated_by': 'FV', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A330-300', 'arrival': 'PEK', 'arrival_date': '2025-09-05', 'arrival_time': '08:55', 'arrival_timestamp': 1757033700, 'delay': 490, 'departure': 'SVO', 'departure_date': '2025-09-04', 'departure_time': '20:05', 'departure_timestamp': 1757005500, 'duration': 470, 'equipment': '333', 'local_arrival_timestamp': 1757062500, 'local_departure_timestamp': 1757016300, 'marketing_carrier': 'HU', 'number': '7986', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 737-800', 'arrival': 'HAK', 'arrival_date': '2025-09-05', 'arrival_time': '22:45', 'arrival_timestamp': 1757083500, 'delay': 605, 'departure': 'PEK', 'departure_date': '2025-09-05', 'departure_time': '19:00', 'departure_timestamp': 1757070000, 'duration': 225, 'equipment': '738', 'local_arrival_timestamp': 1757112300, 'local_departure_timestamp': 1757098800, 'marketing_carrier': 'HU', 'number': '7082', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 787-9', 'arrival': 'SYD', 'arrival_date': '2025-09-06', 'arrival_time': '14:15', 'arrival_timestamp': 1757132100, 'delay': 250, 'departure': 'HAK', 'departure_date': '2025-09-06', 'departure_time': '02:55', 'departure_timestamp': 1757098500, 'duration': 560, 'equipment': '789', 'local_arrival_timestamp': 1757168100, 'local_departure_timestamp': 1757127300, 'marketing_carrier': 'HU', 'number': '775', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}], 'rating': {'total': 3.871}, 'transfers': [{'at': 'SVO', 'to': 'SVO', 'airports': ['SVO'], 'airlines': ['FV', 'HU'], 'country_code': 'RU', 'city_code': 'MOW', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 29400, 'duration': {'seconds': 29400}}, {'at': 'PEK', 'to': 'PEK', 'airports': ['PEK'], 'airlines': ['HU'], 'country_code': 'CN', 'city_code': 'BJS', 'visa_rules': {'required': True}, 'night_transfer': False, 'tags': ['visa_required'], 'duration_seconds': 36300, 'duration': {'seconds': 36300}}, {'at': 'HAK', 'to': 'HAK', 'airports': ['HAK'], 'airlines': ['HU'], 'country_code': 'CN', 'city_code': 'HAK', 'visa_rules': {'required': False}, 'night_transfer': True, 'tags': ['overnight_layover'], 'duration_seconds': 15000, 'duration': {'seconds': 15000}}]}]",2715,"['SVO', 'PEK', 'HAK', 'SYD']",3,605,"['FV', 'HU']","(2715,)","[[1756980000, 1757168100]]","[['SCW', 'SYD']]",3.871,"['need_visa', 'has_night_transfer', 'long_layover', 'night_transfer', 'overnight_layover']",70,15,rub,76198,7000029,"[['1PC23', '1PC23', '2PC23', '2PC23']]","[['1PC10x40x25x55', '1PC10x40x20x55', '1PC7x40x20x55', '1PC10x40x20x55']]","[[{'return_before_flight': {'available': True}, 'return_after_flight': {'available': False}, 'change_before_flight': {'available': True}, 'change_after_flight': {'available': False}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}]]",1PC7x40x20x55,1PC23,True,True,"{'flight': [{'aircraft': 'Sukhoi Superjet 100', 'arrival': 'SVO', 'arrival_date': '2025-09-04', 'arrival_time': '11:55', 'arrival_timestamp': 1756976100, 'delay': 0, 'departure': 'SCW', 'departure_date': '2025-09-04', 'departure_time': '10:00', 'departure_timestamp': 1756969200, 'duration': 115, 'equipment': 'SU9', 'local_arrival_timestamp': 1756986900, 'local_departure_timestamp': 1756980000, 'marketing_carrier': 'SU', 'number': '6406', 'operating_carrier': 'FV', 'operated_by': 'FV', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Airbus A330-300', 'arrival': 'PEK', 'arrival_date': '2025-09-05', 'arrival_time': '08:55', 'arrival_timestamp': 1757033700, 'delay': 490, 'departure': 'SVO', 'departure_date': '2025-09-04', 'departure_time': '20:05', 'departure_timestamp': 1757005500, 'duration': 470, 'equipment': '333', 'local_arrival_timestamp': 1757062500, 'local_departure_timestamp': 1757016300, 'marketing_carrier': 'HU', 'number': '7986', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 737-800', 'arrival': 'HAK', 'arrival_date': '2025-09-05', 'arrival_time': '22:45', 'arrival_timestamp': 1757083500, 'delay': 605, 'departure': 'PEK', 'departure_date': '2025-09-05', 'departure_time': '19:00', 'departure_timestamp': 1757070000, 'duration': 225, 'equipment': '738', 'local_arrival_timestamp': 1757112300, 'local_departure_timestamp': 1757098800, 'marketing_carrier': 'HU', 'number': '7082', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}, {'aircraft': 'Boeing 787-9', 'arrival': 'SYD', 'arrival_date': '2025-09-06', 'arrival_time': '14:15', 'arrival_timestamp': 1757132100, 'delay': 250, 'departure': 'HAK', 'departure_date': '2025-09-06', 'departure_time': '02:55', 'departure_timestamp': 1757098500, 'duration': 560, 'equipment': '789', 'local_arrival_timestamp': 1757168100, 'local_departure_timestamp': 1757127300, 'marketing_carrier': 'HU', 'number': '775', 'operating_carrier': 'HU', 'operated_by': 'HU', 'rating': 0, 'technical_stops': None, 'trip_class': 'Y'}], 'rating': {'total': 3.871}, 'transfers': [{'at': 'SVO', 'to': 'SVO', 'airports': ['SVO'], 'airlines': ['FV', 'HU'], 'country_code': 'RU', 'city_code': 'MOW', 'visa_rules': {'required': False}, 'night_transfer': False, 'tags': [], 'duration_seconds': 29400, 'duration': {'seconds': 29400}}, {'at': 'PEK', 'to': 'PEK', 'airports': ['PEK'], 'airlines': ['HU'], 'country_code': 'CN', 'city_code': 'BJS', 'visa_rules': {'required': True}, 'night_transfer': False, 'tags': ['visa_required'], 'duration_seconds': 36300, 'duration': {'seconds': 36300}}, {'at': 'HAK', 'to': 'HAK', 'airports': ['HAK'], 'airlines': ['HU'], 'country_code': 'CN', 'city_code': 'HAK', 'visa_rules': {'required': False}, 'night_transfer': True, 'tags': ['overnight_layover'], 'duration_seconds': 15000, 'duration': {'seconds': 15000}}]}",{},"[{'return_before_flight': {'available': True}, 'return_after_flight': {'available': False}, 'change_before_flight': {'available': True}, 'change_after_flight': {'available': False}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}, {'return_before_flight': {'available': True}, 'change_before_flight': {'available': True}}]",,80000,True,True,"('FV', 'HU', 'HU', 'HU')",(),10:00,0,10,0,36,30,False,True
